antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"Jobinvolvement 3,Distancefromhome Range >7 <=14,Hourlyrate Range >66 <=83.75",Attrition No,0.14761904761904762,0.8387755102040816,0.12789115646258503,0.8663594470046082,1.0328859587159562,0.004071914480077751,1.206403940886699
"Jobinvolvement 3,Distancefromhome Range >7 <=14",Attrition No,0.14761904761904762,0.8387755102040816,0.12789115646258503,0.8663594470046082,1.0328859587159562,0.004071914480077751,1.206403940886699
"Jobinvolvement 3,Hourlyrate Range >66 <=83.75",Attrition No,0.14761904761904762,0.8387755102040816,0.12789115646258503,0.8663594470046082,1.0328859587159562,0.004071914480077751,1.206403940886699
"Distancefromhome Range <=2,Hourlyrate Range <=48,Educationfield Life Sciences",Attrition No,0.1272108843537415,0.8387755102040816,0.11020408163265306,0.8663101604278075,1.0328271985635662,0.003502707205331121,1.20595918367347
"Distancefromhome Range <=2,Educationfield Life Sciences",Attrition No,0.1272108843537415,0.8387755102040816,0.11020408163265306,0.8663101604278075,1.0328271985635662,0.003502707205331121,1.20595918367347
"Hourlyrate Range <=48,Educationfield Life Sciences",Attrition No,0.1272108843537415,0.8387755102040816,0.11020408163265306,0.8663101604278075,1.0328271985635662,0.003502707205331121,1.20595918367347
"Department Research & Development,Educationfield Life Sciences",Attrition No,0.29931972789115646,0.8387755102040816,0.25918367346938775,0.865909090909091,1.0323490378234905,0.008121615993336107,1.2023521272915954
Environmentsatisfaction 4,Attrition No,0.3034013605442177,0.8387755102040816,0.26258503401360545,0.8654708520179373,1.0318265632330639,0.008099403026516738,1.1984353741496607
"Businesstravel Travel Rarely,Environmentsatisfaction 4",Attrition No,0.21700680272108844,0.8387755102040816,0.18775510204081633,0.8652037617554859,1.0315081344530124,0.005735110370678892,1.1960607498813478
"Department Research & Development,Jobinvolvement 3,Maritalstatus Married",Attrition No,0.17142857142857143,0.8387755102040816,0.14829931972789115,0.865079365079365,1.0313598269802648,0.004509232264334306,1.194957983193277
"Businesstravel Travel Rarely,Education 2",Attrition No,0.1360544217687075,0.8387755102040816,0.11768707482993197,0.8649999999999999,1.031265206812652,0.003567957795363036,1.1942554799697649
"Department Research & Development,Jobinvolvement 3",Attrition No,0.38095238095238093,0.8387755102040816,0.3292517006802721,0.8642857142857143,1.0304136253041363,0.009718172983479156,1.1879699248120308
Educationfield Medical,Attrition No,0.31564625850340133,0.8387755102040816,0.2727891156462585,0.8642241379310346,1.0303402131051265,0.008032764126058634,1.1874311629413683
"Department Research & Development,Age Range >30 <=36",Attrition No,0.17482993197278912,0.8387755102040816,0.1510204081632653,0.8638132295719845,1.0298503223607602,0.004377342773844245,1.1838483965014583
"Education 4,Jobinvolvement 3",Attrition No,0.16462585034013605,0.8387755102040816,0.14217687074829932,0.8636363636363636,1.0296394602963947,0.00409273913647093,1.1823129251700684
"Education 3,Educationfield Medical",Attrition No,0.12448979591836734,0.8387755102040816,0.10748299319727891,0.8633879781420766,1.0293433316049088,0.0030640011106483483,1.1801632653061234
"Department Research & Development,Jobinvolvement 3,Educationfield Medical",Attrition No,0.14421768707482993,0.8387755102040816,0.12448979591836734,0.8632075471698113,1.0291282192535465,0.0035235318617242856,1.1786066150598171
Environmentsatisfaction 3,Attrition No,0.3081632653061224,0.8387755102040816,0.26598639455782314,0.8631346578366447,1.0290413195619366,0.007506594474524564,1.1779789335088884
"Department Research & Development,Jobsatisfaction 2",Attrition No,0.11836734693877551,0.8387755102040816,0.10204081632653061,0.8620689655172413,1.027770786139777,0.002757184506455651,1.1688775510204081
"Jobinvolvement 3,Age Range >30 <=36",Attrition No,0.16258503401360544,0.8387755102040816,0.1401360544217687,0.8619246861924686,1.0275987742927242,0.0037637095654588504,1.1676561533704397
Department Research & Development,Attrition No,0.6537414965986394,0.8387755102040816,0.563265306122449,0.8616024973985431,1.027214656265903,0.014922948771345257,1.1649378548411844
"Jobrole Research Scientist,Department Research & Development,Jobinvolvement 3",Attrition No,0.11768707482993197,0.8387755102040816,0.10136054421768707,0.861271676300578,1.0268202466843874,0.002647507982784958,1.1621598639455781
"Jobrole Research Scientist,Jobinvolvement 3",Attrition No,0.11768707482993197,0.8387755102040816,0.10136054421768707,0.861271676300578,1.0268202466843874,0.002647507982784958,1.1621598639455781
"Businesstravel Travel Rarely,Department Research & Development,Education 4",Attrition No,0.12244897959183673,0.8387755102040816,0.1054421768707483,0.8611111111111112,1.0266288185996217,0.002734971539636283,1.160816326530613
"Jobinvolvement 3,Environmentsatisfaction 4",Attrition No,0.18571428571428572,0.8387755102040816,0.1598639455782313,0.8608058608058609,1.0262648948780337,0.004091350826044726,1.1582706766917301
"Businesstravel Travel Rarely,Department Research & Development,Jobinvolvement 3",Attrition No,0.27346938775510204,0.8387755102040816,0.23537414965986395,0.8606965174129353,1.0261345341419423,0.005994724420380404,1.1573615160349855
"Educationfield Life Sciences,Gender Male",Attrition No,0.24897959183673468,0.8387755102040816,0.21428571428571427,0.860655737704918,1.026085915998564,0.005447730112453142,1.1570228091236494
"Department Research & Development,Education 3,Educationfield Life Sciences",Attrition No,0.11700680272108843,0.8387755102040816,0.10068027210884353,0.8604651162790697,1.025858654444633,0.0025378314591142648,1.1554421768707483
"Businesstravel Travel Rarely,Jobinvolvement 3",Attrition No,0.41904761904761906,0.8387755102040816,0.36054421768707484,0.8603896103896104,1.0257686352576865,0.009057337220602535,1.1548172757475086
"Businesstravel Travel Rarely,Educationfield Medical",Attrition No,0.22312925170068026,0.8387755102040816,0.19183673469387755,0.8597560975609756,1.0250133523233043,0.004681382757184521,1.1496007098491572
"Department Sales,Maritalstatus Married",Attrition No,0.1401360544217687,0.8387755102040816,0.12040816326530612,0.8592233009708737,1.0243781447098008,0.0028654727197001267,1.145249824067558
"Environmentsatisfaction 3,Education 3",Attrition No,0.12993197278911564,0.8387755102040816,0.11156462585034013,0.8586387434554974,1.0236812269907392,0.0025808690823268116,1.1405139833711266
"Businesstravel Travel Rarely,Department Research & Development,Jobsatisfaction 3",Attrition No,0.1346938775510204,0.8387755102040816,0.11564625850340136,0.8585858585858586,1.0236181769028485,0.0026683326391781226,1.1400874635568514
"Maritalstatus Married,Jobsatisfaction 3",Attrition No,0.14421768707482993,0.8387755102040816,0.12380952380952381,0.8584905660377359,1.0235045677822157,0.0028432597528807585,1.139319727891157
"Businesstravel Travel Rarely,Education 4",Attrition No,0.19183673469387755,0.8387755102040816,0.16462585034013605,0.8581560283687943,1.0231057272523338,0.0037178953213938826,1.136632653061225
"Distancefromhome Range <=2,Hourlyrate Range <=48,Gender Male",Attrition No,0.1673469387755102,0.8387755102040816,0.1435374149659864,0.8577235772357724,1.0225901529088284,0.0031709010134666205,1.1331778425655985
"Hourlyrate Range <=48,Gender Male",Attrition No,0.1673469387755102,0.8387755102040816,0.1435374149659864,0.8577235772357724,1.0225901529088284,0.0031709010134666205,1.1331778425655985
"Distancefromhome Range <=2,Gender Male",Attrition No,0.1673469387755102,0.8387755102040816,0.1435374149659864,0.8577235772357724,1.0225901529088284,0.0031709010134666205,1.1331778425655985
"Businesstravel Travel Rarely,Jobinvolvement 3,Environmentsatisfaction 4",Attrition No,0.12857142857142856,0.8387755102040816,0.11020408163265306,0.8571428571428572,1.0218978102189782,0.002361516034985439,1.1285714285714294
"Jobinvolvement 3,Jobrole Sales Executive",Attrition No,0.13333333333333333,0.8387755102040816,0.11428571428571428,0.8571428571428571,1.0218978102189782,0.0024489795918367363,1.1285714285714286
"Department Sales,Jobinvolvement 3,Jobrole Sales Executive",Attrition No,0.13333333333333333,0.8387755102040816,0.11428571428571428,0.8571428571428571,1.0218978102189782,0.0024489795918367363,1.1285714285714286
Hourlyrate Range >48 >=66,Attrition No,0.24217687074829933,0.8387755102040816,0.20748299319727892,0.8567415730337079,1.0214193936411604,0.004350964875746238,1.1254101640656269
Distancefromhome Range >2 <=7,Attrition No,0.24217687074829933,0.8387755102040816,0.20748299319727892,0.8567415730337079,1.0214193936411604,0.004350964875746238,1.1254101640656269
"Distancefromhome Range >2 <=7,Hourlyrate Range >48 >=66",Attrition No,0.24217687074829933,0.8387755102040816,0.20748299319727892,0.8567415730337079,1.0214193936411604,0.004350964875746238,1.1254101640656269
"Department Research & Development,Jobsatisfaction 3",Attrition No,0.20408163265306123,0.8387755102040816,0.17482993197278912,0.8566666666666667,1.021330089213301,0.0036512564209357223,1.124822021831989
"Gender Male,Environmentsatisfaction 4",Attrition No,0.18503401360544217,0.8387755102040816,0.15850340136054422,0.8566176470588236,1.0212716473450696,0.003301402193530506,1.124437467294611
"Gender Female,Jobsatisfaction 3",Attrition No,0.12312925170068027,0.8387755102040816,0.1054421768707483,0.856353591160221,1.0209568361764192,0.002164375954463435,1.1223704866562014
Jobinvolvement 3,Attrition No,0.5904761904761905,0.8387755102040816,0.5054421768707483,0.8559907834101382,1.0205242916568558,0.010165208940719206,1.1195428571428574
"Businesstravel Travel Rarely,Jobinvolvement 3,Department Sales",Attrition No,0.1272108843537415,0.8387755102040816,0.10884353741496598,0.855614973262032,1.02007624549488,0.002142162987644039,1.1166288737717303
"Education 4,Educationfield Life Sciences",Attrition No,0.11768707482993197,0.8387755102040816,0.10068027210884353,0.8554913294797687,1.0199288356328142,0.001967235873941417,1.1156734693877546
"Department Research & Development,Hourlyrate Range >66 <=83.75",Attrition No,0.14081632653061224,0.8387755102040816,0.12040816326530612,0.855072463768116,1.0194294580203815,0.002294877134527293,1.1124489795918373
"Department Research & Development,Distancefromhome Range >7 <=14,Hourlyrate Range >66 <=83.75",Attrition No,0.14081632653061224,0.8387755102040816,0.12040816326530612,0.855072463768116,1.0194294580203815,0.002294877134527293,1.1124489795918373
"Department Research & Development,Distancefromhome Range >7 <=14",Attrition No,0.14081632653061224,0.8387755102040816,0.12040816326530612,0.855072463768116,1.0194294580203815,0.002294877134527293,1.1124489795918373
"Businesstravel Travel Rarely,Jobinvolvement 3,Gender Male",Attrition No,0.2530612244897959,0.8387755102040816,0.2163265306122449,0.8548387096774195,1.0191507730947338,0.0040649729279467195,1.1106575963718834
"Businesstravel Travel Rarely,Department Research & Development,Gender Male",Attrition No,0.2761904761904762,0.8387755102040816,0.23605442176870747,0.8546798029556649,1.0189613222585787,0.00439261418853254,1.1094430992736073
"Age Range >43,Gender Male",Attrition No,0.13537414965986394,0.8387755102040816,0.11564625850340136,0.8542713567839196,1.0184743669686633,0.0020977370540052886,1.106333567909923
Education 4,Attrition No,0.2707482993197279,0.8387755102040816,0.23129251700680273,0.8542713567839196,1.0184743669686633,0.004195474108010577,1.106333567909923
Joblevel 3,Attrition No,0.14829931972789115,0.8387755102040816,0.12653061224489795,0.8532110091743119,1.0172102055849461,0.0021407746772178354,1.0983418367346942
Educationfield Life Sciences,Attrition No,0.4122448979591837,0.8387755102040816,0.3517006802721088,0.8531353135313531,1.0171199601711995,0.005919755657364967,1.0977757395092866
"Businesstravel Travel Rarely,Age Range >30 <=36",Attrition No,0.1891156462585034,0.8387755102040816,0.16122448979591836,0.8525179856115107,1.01638397311348,0.002598917117867555,1.0931806869089096
"Department Research & Development,Education 3",Attrition No,0.2578231292517007,0.8387755102040816,0.21972789115646257,0.8522427440633245,1.016055826255545,0.003472164375954434,1.0911443148688043
Gender Female,Attrition No,0.4,0.8387755102040816,0.3408163265306122,0.8520408163265305,1.0158150851581509,0.0053061224489795444,1.0896551724137926
"Businesstravel Travel Rarely,Jobinvolvement 3,Educationfield Medical",Attrition No,0.12789115646258503,0.8387755102040816,0.10884353741496598,0.851063829787234,1.0146503080188436,0.0015715674024711912,1.082507288629738
Businesstravel Travel Rarely,Attrition No,0.7095238095238096,0.8387755102040816,0.6034013605442177,0.850431447746884,1.013896373226212,0.00827016520894075,1.0779304029304029
Environmentsatisfaction 2,Attrition No,0.19523809523809524,0.8387755102040816,0.16598639455782313,0.8501742160278746,1.013589697940775,0.0022254616132167115,1.0760797342192694
"Businesstravel Travel Rarely,Jobinvolvement 3,Jobsatisfaction 3",Attrition No,0.12244897959183673,0.8387755102040816,0.10408163265306122,0.85,1.0133819951338199,0.001374427321949201,1.0748299319727892
"Jobinvolvement 3,Gender Male",Attrition No,0.35578231292517004,0.8387755102040816,0.3020408163265306,0.8489483747609944,1.012128232683424,0.0036193252811329013,1.0673469387755115
"Businesstravel Travel Rarely,Jobsatisfaction 3",Attrition No,0.20680272108843537,0.8387755102040816,0.17551020408163265,0.8486842105263158,1.0118132923549752,0.002049146189087886,1.0654835847382436
"Businesstravel Travel Rarely,Jobinvolvement 3,Education 3",Attrition No,0.16122448979591836,0.8387755102040816,0.13673469387755102,0.8481012658227849,1.0111182974529553,0.0015035401915868551,1.06139455782313
"Businesstravel Travel Rarely,Jobsatisfaction 2",Attrition No,0.13741496598639455,0.8387755102040816,0.11632653061224489,0.8465346534653465,1.0092505600925057,0.0010662224073302862,1.0505595786701778
"Businesstravel Travel Rarely,Education 3",Attrition No,0.2789115646258503,0.8387755102040816,0.23605442176870747,0.8463414634146342,1.0090202361877636,0.002110231847841204,1.049238743116295
"Businesstravel Travel Rarely,Environmentsatisfaction 3,Gender Male",Attrition No,0.12380952380952381,0.8387755102040816,0.10476190476190476,0.8461538461538461,1.0087965562418117,0.0009135082604470462,1.0479591836734696
"Department Sales,Joblevel 2",Attrition No,0.16326530612244897,0.8387755102040816,0.1380952380952381,0.8458333333333334,1.0084144363341445,0.0011522976537554075,1.045780474351904
"Educationfield Life Sciences,Jobsatisfaction 3",Attrition No,0.12789115646258503,0.8387755102040816,0.10816326530612246,0.8457446808510639,1.008308743593726,0.0008912952936276641,1.045179451090782
"Department Sales,Joblevel 2,Jobrole Sales Executive",Attrition No,0.15850340136054422,0.8387755102040816,0.13401360544217686,0.8454935622317595,1.0080093564320247,0.0010648340969040548,1.0434807256235823
"Joblevel 2,Jobrole Sales Executive",Attrition No,0.15850340136054422,0.8387755102040816,0.13401360544217686,0.8454935622317595,1.0080093564320247,0.0010648340969040548,1.0434807256235823
"Department Research & Development,Gender Male",Attrition No,0.39591836734693875,0.8387755102040816,0.3346938775510204,0.8453608247422681,1.007851104923872,0.00260724698042486,1.0425850340136065
"Businesstravel Travel Rarely,Gender Male,Environmentsatisfaction 4",Attrition No,0.13197278911564625,0.8387755102040816,0.11156462585034013,0.845360824742268,1.0078511049238719,0.000869082326808282,1.0425850340136058
"Jobinvolvement 3,Jobsatisfaction 3",Attrition No,0.17891156462585034,0.8387755102040816,0.1510204081632653,0.844106463878327,1.0063556382004386,0.0009537692628071859,1.0341961174713792
Education 2,Attrition No,0.19183673469387755,0.8387755102040816,0.1619047619047619,0.8439716312056739,1.0061948887853533,0.0009968068860197465,1.0333024118738414
"Jobinvolvement 3,Department Research & Development,Education 3",Attrition No,0.15578231292517006,0.8387755102040816,0.13129251700680272,0.8427947598253276,1.0047918061177872,0.00062612800222131,1.0255668934240372
"Educationfield Life Sciences,Age Range >30 <=36",Attrition No,0.1251700680272109,0.8387755102040816,0.1054421768707483,0.842391304347826,1.0043108008039776,0.0004525891989448916,1.0229415904292751
"Department Research & Development,Jobinvolvement 3,Gender Male",Attrition No,0.23265306122448978,0.8387755102040816,0.19591836734693877,0.8421052631578947,1.0039697784607504,0.0007746772178259254,1.0210884353741496
"Gender Female,Educationfield Life Sciences",Attrition No,0.16326530612244897,0.8387755102040816,0.13741496598639455,0.8416666666666667,1.003446877534469,0.00047202554491185267,1.018259935553169
"Education 3,Educationfield Life Sciences",Attrition No,0.15850340136054422,0.8387755102040816,0.13333333333333333,0.8412017167381974,1.0028925576684107,0.00038456198806052777,1.0152785438499727
"Distancefromhome Range >2 <=7,Gender Male,Hourlyrate Range >48 >=66",Attrition No,0.14965986394557823,0.8387755102040816,0.12585034013605442,0.8409090909090909,1.002543685025437,0.00031931139802859887,1.0134110787172017
"Gender Male,Hourlyrate Range >48 >=66",Attrition No,0.14965986394557823,0.8387755102040816,0.12585034013605442,0.8409090909090909,1.002543685025437,0.00031931139802859887,1.0134110787172017
"Distancefromhome Range >2 <=7,Gender Male",Attrition No,0.14965986394557823,0.8387755102040816,0.12585034013605442,0.8409090909090909,1.002543685025437,0.00031931139802859887,1.0134110787172017
Age Range >30 <=36,Attrition No,0.2802721088435374,0.8387755102040816,0.23537414965986395,0.8398058252427184,1.0012283561287885,0.00028876856865195366,1.0064316635745207
"Gender Male,Educationfield Medical",Attrition No,0.18639455782312925,0.8387755102040816,0.1564625850340136,0.8394160583941607,1.0007636705915786,0.00011939469665420144,1.0039888682745834
Jobrole Research Scientist,Attrition No,0.19863945578231293,0.8387755102040816,0.16666666666666666,0.8390410958904109,1.0003166350031663,5.275579619601345e-05,1.0016500217108117
"Jobrole Research Scientist,Department Research & Development",Attrition No,0.19863945578231293,0.8387755102040816,0.16666666666666666,0.8390410958904109,1.0003166350031663,5.275579619601345e-05,1.0016500217108117
